2014121,3660
2014122,4716
2014123,4775
2014124,5329
2014125,5966
2014126,3655
2014127,5327
2014128,5475
2014129,4750
2014130,4667
2014131,4694
2014132,4647
2014133,4572
2014134,4502
2014135,4796
2014136,4333
2014137,4059
2014138,4618
2014139,4555
2014140,3921
2014141,4944
2014142,4950
2014143,4699
2014144,4437
2014145,4649
2014146,4765
2014147,5135
2014148,4863
2014149,5194
2014150,5399
2014151,4737
2014152,1295
2014335,3518
2014336,4672
2014337,5932
2014338,7503
2014339,5362
2014340,4501
2014341,608
